time_iso8601,source,DE-BW_cases,DE-BW_deaths,DE-BY_cases,DE-BY_deaths,DE-BE_cases,DE-BE_deaths,DE-BB_cases,DE-BB_deaths,DE-HB_cases,DE-HB_deaths,DE-HH_cases,DE-HH_deaths,DE-HE_cases,DE-HE_deaths,DE-MV_cases,DE-MV_deaths,DE-NI_cases,DE-NI_deaths,DE-NW_cases,DE-NW_deaths,DE-RP_cases,DE-RP_deaths,DE-SL_cases,DE-SL_deaths,DE-SN_cases,DE-SN_deaths,DE-SH_cases,DE-SH_deaths,DE-ST_cases,DE-ST_deaths,DE-TH_cases,DE-TH_deaths,sum_cases,sum_deaths
2020-04-02T21:09:03+02:00,"zeit online (gen2, by Landkreis)",16653,287,19663,293,3223,20,1116,11,332,6,2557,14,3969,34,446,4,5236,69,17894,202,3439,31,1163,13,2370,19,1368,13,831,9,961,8,81221,1033
2020-04-03T22:05:06+02:00,"zeit online (gen2, by Landkreis)",18718,335,22164,341,3486,22,1313,14,354,6,2739,16,4265,43,506,5,5776,82,19686,232,3685,33,1303,18,2704,22,1484,17,916,11,1067,9,90166,1206
2020-04-04T22:21:03+02:00,"zeit online (gen2, by Landkreis)",19713,378,23894,399,3626,24,1375,24,388,6,2882,16,4498,57,526,5,5999,94,20155,257,3865,37,1386,20,2895,35,1603,20,948,12,1117,14,94870,1398
2020-04-05T23:35:03+02:00,"zeit online (gen2, by Landkreis)",20673,402,25376,431,3687,26,1457,27,395,8,3019,19,4652,66,528,6,6267,97,21091,302,3988,36,1542,21,3039,40,1660,17,975,12,1164,11,99513,1521
2020-04-06T20:17:02+02:00,"zeit online (gen2, by Landkreis)",20879,449,25965,475,3687,28,1472,31,395,9,3088,19,4725,71,529,8,6680,113,21232,336,3952,39,1544,21,3122,41,1677,18,995,12,1180,13,101122,1683
2020-04-07T12:24:04+02:00,"zeit online (gen2, by Landkreis)",21445,467,26533,506,3862,28,1512,33,397,9,3088,19,4816,78,531,8,6520,126,21915,384,4153,43,1611,27,3160,44,1711,23,1002,13,1227,15,103483,1823
2020-04-08T20:35:07+02:00,"zeit online (gen2, by Landkreis)",22585,534,28809,615,4038,37,1697,39,424,11,3370,29,5182,103,558,11,7050,152,23174,422,4387,53,1700,28,3245,56,1823,25,1037,16,1276,20,110355,2151
2020-04-10T12:25:06+02:00,zeit online (gen3),23969,612,30904,735,4357,42,1864,52,453,13,3518,44,5541,120,586,11,7543,178,24898,523,4641,62,1903,38,3528,67,1972,41,1139,18,1399,23,118215,2579
2020-04-14T10:53:07+02:00,zeit online (gen3),26446,746,34231,904,4667,56,2097,61,491,19,3887,56,6191,165,618,12,8338,242,27114,672,5054,75,2145,57,3931,76,2213,51,1224,25,1515,29,130162,3246
2020-04-15T20:12:07+02:00,zeit online (gen3),27080,816,35174,1048,4736,74,2170,72,499,20,3925,61,6346,188,625,14,8558,265,27554,705,5191,87,2191,64,4030,89,2278,55,1258,26,1588,38,133203,3622
2020-04-17T00:06:13+02:00,zeit online (gen3),27721,911,36390,1147,4971,84,2255,76,555,22,4064,80,6682,203,643,13,8937,289,28550,773,5369,92,2275,77,4127,96,2330,62,1291,28,1620,47,137780,4000
2020-04-18T20:19:06+02:00,zeit online (gen3),28828,996,37946,1301,5091,92,2340,85,584,25,4297,90,7015,224,649,15,9289,322,29485,867,5573,109,2307,94,4245,109,2397,65,1357,30,1738,54,143141,4478
2020-04-20T11:19:07+02:00,zeit online (gen3),29575,1043,38301,1373,5225,94,2402,93,603,25,4347,91,7178,238,652,16,9444,330,30028,913,5668,113,2339,100,4302,113,2412,71,1401,32,1804,55,145681,4700
2020-04-21T19:04:10+02:00,zeit online (gen3),29885,1093,39251,1447,5265,97,2470,95,626,25,4401,91,7372,255,655,16,9598,342,30447,939,5729,118,2349,102,4345,119,2423,78,1414,34,1831,61,148061,4912
2020-04-22T10:47:06+02:00,zeit online (gen3),30110,1138,39436,1505,5341,105,2480,106,627,25,4401,91,7396,266,656,16,9650,362,30596,983,5747,126,2381,108,4357,126,2485,84,1425,35,1917,65,149005,5141
2020-04-24T19:05:08+02:00,zeit online (gen3),31418,1226,41053,1676,5476,112,2694,118,720,26,4558,113,7818,306,661,17,9978,393,31606,1091,5921,143,2452,120,4486,143,2575,96,1490,37,2054,69,154960,5686
2020-04-25T14:27:06+02:00,zeit online (gen3),31577,1270,41216,1717,5532,113,2704,129,722,26,4558,139,7847,329,667,17,10020,410,31682,1126,5942,147,2476,121,4505,146,2586,100,1492,37,2070,71,155596,5898
2020-04-27T19:44:09+02:00,zeit online (gen3),32106,1303,41856,1767,5677,127,2787,132,761,26,4658,142,8018,331,675,17,10176,423,32256,1163,6057,158,2518,124,4564,149,2630,108,1522,41,2127,77,158388,6088
2020-04-29T20:04:08+02:00,zeit online (gen3),32564,1387,42501,1901,5738,147,2843,138,798,29,4682,153,8139,354,687,18,10303,446,32657,1227,6145,165,2526,135,4601,158,2654,114,1532,44,2207,86,160577,6502
2020-04-30T22:42:12+02:00,zeit online (gen3),32988,1438,43321,1970,5881,149,2912,148,861,29,4801,155,8380,361,696,19,10467,466,33212,1272,6263,175,2630,136,4677,166,2713,118,1570,46,2320,97,163692,6745
2020-05-03T19:02:09+02:00,zeit online (gen3),33405,1468,43872,2063,6004,154,2994,152,894,31,4834,164,8539,376,701,19,10639,479,33729,1303,6347,182,2656,140,4749,170,2744,126,1587,47,2367,99,166061,6973
2020-05-05T23:24:08+02:00,zeit online (gen3),33582,1526,44221,2130,6086,159,3036,152,919,31,4855,172,8655,394,712,20,10742,494,34146,1367,6393,191,2663,143,4788,178,2825,132,1601,48,2441,107,167665,7244
2020-05-08T10:50:11+02:00,zeit online (gen3),33904,1573,44760,2221,6203,163,3124,159,1000,31,4907,194,8837,408,720,20,10911,511,34692,1410,6453,196,2693,145,4875,186,2893,133,1635,48,2527,113,170134,7511
2020-05-11T21:38:07+02:00,zeit online (gen3),34424,1621,45442,2289,6272,165,3179,164,1061,33,4951,204,9059,425,730,21,11157,526,35503,1457,6558,206,2713,149,4979,192,2978,134,1653,50,2619,124,173278,7760
2020-05-15T14:42:13+02:00,zeit online (gen3),34766,1683,46040,2356,6393,177,3214,166,1134,36,4976,228,9227,439,742,21,11289,555,36052,1505,6639,219,2727,154,5070,200,3014,135,1678,54,2698,139,175659,8067
2020-05-18T22:05:10+02:00,zeit online (gen3),35012,1723,46551,2394,6474,182,3231,168,1242,36,5034,234,9394,454,754,21,11459,567,36690,1534,6718,227,2729,163,5135,201,3020,136,1685,54,2763,144,177891,8238
2020-05-23T20:07:05+02:00,zeit online (gen3),35307,1756,47100,2456,6611,191,3253,170,1301,39,5055,240,9718,471,766,21,11755,588,37289,1572,6796,233,2730,166,5226,204,3077,140,1700,54,2863,154,180547,8455
2020-05-27T19:09:06+02:00,zeit online (gen3),35478,1785,47502,2497,6672,193,3277,172,1325,39,5066,242,9914,478,767,21,11861,604,37721,1592,6822,235,2745,168,5257,208,3084,144,1707,55,2934,159,182132,8592
2020-05-31T15:14:12+02:00,zeit online (gen3),35641,1807,47829,2513,6799,198,3304,172,1406,40,5081,246,10064,487,769,21,12196,614,38035,1618,6896,236,2750,169,5301,213,3108,149,1713,56,3014,165,183906,8704
2020-06-03T11:30:11+02:00,zeit online (gen3),35697,1822,47945,2521,6873,198,3311,172,1450,41,5098,253,10111,488,769,21,12313,618,38223,1620,6915,236,2757,169,5306,214,3116,150,1716,56,3051,169,184651,8748
2020-06-05T10:48:13+02:00,zeit online (gen3),35744,1835,48041,2542,6945,200,3321,174,1502,41,5106,253,10178,490,772,21,12492,624,38432,1633,6933,236,2784,172,5318,214,3116,151,1720,56,3079,171,185483,8813
2020-06-11T21:12:16+02:00,zeit online (gen3),35893,1855,48331,2587,7135,208,3337,174,1574,42,5133,254,10334,497,783,21,12946,631,39093,1655,7017,237,2803,174,5344,221,3126,153,1739,56,3149,178,187737,8943
2020-06-16T14:40:09+02:00,zeit online (gen3),36007,1864,48090,2590,7368,208,3358,175,1597,47,5146,255,10386,500,789,21,13130,635,39465,1658,7040,238,2805,174,5348,221,3131,156,1780,57,3199,179,188639,8978
2020-06-19T10:49:13+02:00,zeit online (gen3),36090,1875,48196,2602,7602,211,3388,175,1631,48,5155,259,10500,504,796,21,13363,640,40176,1674,7077,239,2817,175,5386,222,3142,157,1824,58,3222,183,190365,9043
2020-06-25T08:43:13+02:00,zeit online (gen3),35873,1880,48442,2624,8020,212,3454,175,1660,48,5175,259,10703,511,800,21,13621,645,42068,1679,7135,241,2822,175,5437,224,3147,157,1866,59,3245,184,193468,9094
2020-06-27T04:10:12+02:00,zeit online (gen3),35974,1884,48562,2633,8144,213,3472,175,1664,49,5177,259,10763,512,803,21,13701,650,42557,1685,7157,241,2824,176,5443,224,3156,157,1874,59,3252,186,194523,9124
2020-07-01T14:14:14+02:00,zeit online (gen3),36103,1888,48736,2636,8242,214,3487,175,1672,52,5203,259,10847,514,808,21,13806,654,43245,1694,7223,241,2826,176,5450,224,3169,157,1879,59,3263,186,195959,9150
2020-07-04T19:58:15+02:00,zeit online (gen3),36216,1891,48944,2639,8392,215,3512,176,1680,52,5219,260,10950,518,809,21,13912,655,43899,1702,7267,241,2828,177,5459,225,3186,157,1885,60,3278,186,197436,9175
2020-07-07T20:02:16+02:00,zeit online (gen3),36276,1892,49176,2648,8461,215,3533,176,1685,53,5222,261,11029,519,809,21,13950,657,44227,1708,7143,231,2829,178,5465,226,3200,157,1902,60,3288,186,198195,9188
2020-07-09T16:36:13+02:00,zeit online (gen3),36342,1893,49293,2652,8536,216,3538,177,1689,53,5228,261,11076,521,809,21,13975,660,44431,1715,7159,242,2831,178,5466,227,3208,158,1908,61,3297,187,198786,9222
2020-07-13T18:39:45+02:00,zeit online (gen3),36426,1893,49583,2655,8637,219,3517,172,1695,54,5230,261,11203,521,809,21,14018,661,45084,1721,7228,242,2840,178,5474,227,3213,159,1923,62,3305,187,200185,9233
2020-07-17T19:50:09+02:00,zeit online (gen3),36682,1895,49930,2657,8724,221,3529,177,1706,54,5236,261,11357,521,810,21,14117,663,45760,1725,7331,244,2848,178,5485,227,3242,159,1941,62,3322,188,202020,9253
2020-07-21T21:45:18+02:00,zeit online (gen3),36927,1896,50210,2660,8836,222,3544,177,1730,54,5243,261,11481,522,813,21,14307,667,46435,1731,7403,244,2861,178,5503,227,3279,159,1970,62,3335,188,203877,9269
2020-07-23T11:43:09+02:00,zeit online (gen3),37001,1896,50295,2661,8859,222,3558,177,1733,54,5251,261,11522,523,818,21,14347,667,46648,1733,7423,244,2863,178,5504,227,3294,159,1980,62,3337,188,204433,9273
2020-07-27T23:21:15+02:00,zeit online (gen3),37349,1898,50854,2662,9019,223,3575,177,1757,54,5325,261,11771,525,848,21,14491,668,47755,1741,7494,244,2878,178,5520,227,3357,160,1998,64,3362,189,207353,9292
2020-07-29T18:59:17+02:00,zeit online (gen3),37447,1901,51008,2664,9070,223,3586,177,1765,54,5355,261,11841,535,852,21,14530,668,48039,1743,7546,245,2883,178,5533,227,3381,160,2016,65,3365,189,208217,9311
2020-07-31T19:45:12+02:00,zeit online (gen3),37596,1902,51202,2664,9191,223,3608,177,1781,55,5401,261,12003,527,866,21,14616,671,48755,1748,7542,245,2892,178,5537,227,3432,160,2023,64,3374,189,209819,9312
2020-08-04T21:19:22+02:00,zeit online (gen3),37853,1902,51511,2664,9366,223,3621,177,1793,55,5443,261,12203,527,881,21,14814,672,49755,1754,7617,245,2906,178,5551,227,3505,160,2039,64,3391,189,212249,9319
2020-08-09T16:05:12+02:00,zeit online (gen3),38162,1907,52078,2671,9687,224,3672,178,1809,55,5663,262,12656,520,937,21,15160,672,51488,1769,7814,245,2953,178,5641,227,3602,161,2065,64,3432,190,216819,9344
2020-08-11T18:37:14+02:00,zeit online (gen3),38312,1908,52326,2672,9739,224,3681,178,1824,55,5747,262,12858,532,945,21,15270,672,52304,1773,7909,245,2969,178,5665,227,3642,161,2082,64,3448,190,218721,9362
2020-08-13T21:00:20+02:00,zeit online (gen3),38670,1909,52761,2675,10106,224,3716,178,1837,55,5820,262,13173,533,960,21,15471,673,53484,1780,8062,246,2999,178,5708,227,3754,161,2110,64,3485,190,222116,9376
2020-08-17T10:47:26+02:00,zeit online (gen3),38910,1909,53142,2675,10252,224,3756,178,1850,55,5886,264,13499,533,973,21,15640,674,54671,1784,8211,248,3027,178,5736,227,3797,161,2130,64,3506,191,224986,9386
2020-08-20T19:15:17+02:00,zeit online (gen3),39645,1911,54371,2675,10462,226,3791,178,1886,55,5988,264,14072,535,983,21,16025,676,55886,1800,8471,248,3056,178,5772,228,3859,163,2161,65,3531,191,229959,9414
2020-08-24T11:45:39+02:00,zeit online (gen3),40492,1912,55026,2677,10727,226,3828,178,1901,55,6053,265,14696,535,992,21,16289,678,56967,1804,8705,249,3102,178,5816,228,3913,163,2185,65,3554,191,234246,9425
2020-08-28T10:54:24+02:00,zeit online (gen3),41650,1917,56617,2679,11010,226,3888,178,1965,55,6166,266,15258,537,1006,21,16709,678,58112,1814,8923,249,3136,178,5904,228,4006,164,2226,65,3605,191,240181,9446
2020-08-31T13:02:30+02:00,zeit online (gen3),42258,1918,57231,2681,11188,226,3908,178,2000,55,6249,266,15473,538,1013,21,16902,679,58733,1815,9103,249,3175,178,5953,228,4036,164,2243,65,3638,191,243103,9452
2020-09-01T17:26:25+02:00,zeit online (gen3),42568,1918,62869,2684,11265,226,3912,178,2010,55,0,0,15653,538,1013,21,17019,679,59107,1820,9173,249,3175,178,5994,228,4045,164,2250,65,3648,191,243701,9194
2020-09-04T16:44:17+02:00,zeit online (gen3),43467,1921,58740,2686,11528,226,3936,178,2056,57,6450,267,15923,542,1023,21,17317,682,59913,1830,9328,250,3195,178,6120,228,4118,164,2280,66,3671,192,249065,9488
2020-09-10T11:52:12+02:00,zeit online (gen3),44740,1923,60761,2688,11950,226,4002,178,2102,57,6698,267,16488,543,1048,21,17807,682,61158,1838,9637,253,3237,178,6252,228,4204,164,2321,66,3728,193,256133,9505
2020-09-11T09:03:45+02:00,zeit online (gen3),45029,1923,61282,2689,12089,226,4009,178,2117,57,6698,267,16601,544,1050,21,17869,682,61445,1838,9686,253,3244,178,6296,228,4219,164,2328,66,3750,193,257712,9507
2020-09-12T14:16:25+02:00,zeit online (gen3),45299,1923,61864,2689,12215,226,4031,178,2125,57,6813,267,16766,545,1056,21,18032,683,61807,1840,9768,254,3254,178,6354,228,4226,164,2348,66,3762,193,259720,9512
2020-09-14T08:24:55+02:00,zeit online (gen3),45545,1923,62006,2690,12268,226,4035,178,2138,57,6824,268,16874,546,1056,21,18123,684,62266,1841,9821,254,3269,178,6387,229,4244,164,2356,66,3787,193,260999,9518
2020-09-17T13:00:59+02:00,zeit online (gen3),46479,1924,63439,2691,12592,227,4078,178,2180,58,7009,268,17204,549,1149,21,18625,684,63482,1851,9992,255,3293,179,6544,229,4335,164,2399,66,3864,194,266664,9538
2020-09-22T08:20:17+02:00,zeit online (gen3),47779,1927,65394,2695,13256,227,4142,178,2227,58,7229,269,17751,552,1126,21,19236,688,65731,1861,10268,255,3324,179,6758,229,4466,164,2470,67,3960,194,275117,9564
2020-09-23T04:04:30+02:00,zeit online (gen3),47967,1928,65787,2696,13373,228,4153,178,2254,58,7290,269,17859,552,1136,21,19331,688,66090,1864,10312,256,3334,179,6822,230,4514,164,2484,67,3987,194,276693,9572
2020-09-25T13:00:38+02:00,zeit online (gen3),48570,1928,66560,2698,13810,228,4197,178,2285,58,7430,269,18184,553,1148,21,19655,696,67125,1872,10448,259,3345,179,6968,234,4607,164,2534,67,4028,194,280894,9598
2020-09-28T09:06:25+02:00,zeit online (gen3),49229,1932,67371,2702,14195,228,4262,178,2370,58,7689,269,18667,557,1155,21,20062,697,68617,1878,10638,260,3370,179,7100,236,4695,164,2604,67,4058,194,286082,9620
2020-09-29T08:36:11+02:00,zeit online (gen3),49618,1932,67657,2703,14326,228,4272,178,2389,58,7749,269,18798,558,1170,21,20278,697,69234,1879,10714,262,3373,179,7174,237,4741,164,2634,68,4070,194,288197,9627
2020-09-30T14:44:14+02:00,zeit online (gen3),49822,1934,68297,2706,14499,228,4306,178,2437,58,7895,269,18984,558,1188,21,20451,699,69966,1881,10785,263,3391,180,7225,237,4789,165,2652,68,4079,194,290766,9639
